Nombre,Edad,Departamento,Calificacion,Beca
Sofia Rodriguez,28,Biologia,4.32,No
Maria Perez,30,Medicina,1.09,No
Sofia Lopez,30,Historia,5.89,Si
Javier Perez,24,Historia,3.68,No
Elena Lopez,20,Medicina,1.99,Si
Juan Perez,23,Economia,8.16,Si
Ana Lopez,30,Medicina,5.53,No
Laura Garcia,23,Historia,4.16,Si
Laura Martinez,20,Economia,9.58,No
Luis Garcia,22,Arte,2.39,Si
Juan Lopez,25,Arte,7.06,Si
Maria Perez,21,Ingenieria,3.69,No
Carlos Perez,22,Ingenieria,3.0,Si
Pedro Lopez,28,Derecho,9.24,No
Maria Rodriguez,25,Medicina,3.73,Si
Sofia Perez,21,Quimica,9.92,No
Carlos Rodriguez,19,Fisica,0.05,Si
Maria Rodriguez,25,Biologia,3.79,No
Elena Lopez,25,Historia,0.25,No
Elena Garcia,21,Economia,9.8,Si
Luis Garcia,25,Fisica,4.33,No
Laura Lopez,29,Economia,7.31,No
Pedro Rodriguez,28,Economia,4.11,No
Javier Rodriguez,24,Historia,0.12,Si
Pedro Garcia,21,Derecho,3.23,Si
Carlos Garcia,21,Economia,6.87,No
Carlos Perez,18,Fisica,2.52,No
Juan Martinez,22,Derecho,0.39,Si
Maria Rodriguez,21,Arte,5.49,Si
Carlos Garcia,29,Fisica,2.28,Si
Maria Rodriguez,19,Ingenieria,6.18,No
Carlos Rodriguez,27,Medicina,7.49,Si
Elena Perez,27,Historia,2.54,Si
Ana Perez,28,Matematicas,9.47,Si
Elena Rodriguez,27,Quimica,6.72,No
Carlos Lopez,19,Derecho,3.83,No
Elena Martinez,26,Ingenieria,8.38,Si
Laura Rodriguez,23,Arte,7.16,No
Laura Rodriguez,28,Derecho,7.3,Si
Pedro Garcia,19,Ingenieria,1.62,Si
Juan Perez,21,Fisica,9.62,Si
Maria Perez,29,Arte,3.34,Si
Pedro Lopez,19,Medicina,9.84,No
Ana Perez,18,Economia,9.42,No
Maria Rodriguez,23,Economia,3.19,Si
Maria Perez,19,Matematicas,6.75,Si
Sofia Perez,30,Fisica,0.18,Si
Javier Lopez,27,Biologia,6.99,No
Sofia Martinez,23,Historia,3.91,Si
Sofia Garcia,28,Ingenieria,1.49,Si
Luis Rodriguez,29,Quimica,7.71,No
Sofia Rodriguez,20,Fisica,9.07,Si
Javier Perez,26,Matematicas,4.0,Si
Ana Martinez,28,Historia,8.4,Si
Sofia Garcia,26,Matematicas,6.01,Si
Sofia Rodriguez,26,Derecho,4.09,Si
Ana Garcia,19,Medicina,3.9,Si
Elena Martinez,22,Quimica,9.2,No
Sofia Rodriguez,23,Matematicas,5.09,Si
Elena Martinez,27,Historia,3.47,Si
Ana Martinez,28,Economia,0.93,No
Pedro Martinez,20,Derecho,8.89,No
Juan Rodriguez,24,Medicina,1.51,No
Elena Perez,27,Arte,4.89,Si
Sofia Rodriguez,23,Economia,7.69,No
Sofia Rodriguez,28,Ingenieria,4.79,Si
Ana Lopez,26,Matematicas,2.95,No
Ana Perez,20,Fisica,9.91,No
Ana Rodriguez,30,Fisica,6.04,No
Ana Martinez,18,Economia,9.65,No
Luis Garcia,23,Quimica,2.68,Si
Maria Perez,21,Arte,3.83,Si
Maria Garcia,30,Medicina,0.62,Si
Elena Rodriguez,18,Ingenieria,1.55,No
Juan Martinez,21,Quimica,3.61,No
Carlos Rodriguez,21,Ingenieria,3.62,Si
Ana Garcia,20,Quimica,0.19,No
Luis Perez,18,Quimica,3.66,Si
Carlos Lopez,18,Biologia,8.18,No
Luis Garcia,19,Matematicas,6.21,No
Laura Garcia,20,Biologia,7.25,No
Pedro Rodriguez,28,Arte,0.7,Si
Luis Perez,26,Arte,4.05,Si
Pedro Rodriguez,21,Ingenieria,5.34,Si
Juan Rodriguez,18,Medicina,3.12,No
Laura Lopez,19,Biologia,9.51,Si
Sofia Martinez,19,Historia,7.5,No
Laura Rodriguez,26,Arte,5.04,No
Ana Perez,24,Biologia,7.45,Si
Maria Perez,21,Economia,7.71,Si
Sofia Lopez,30,Economia,9.12,Si
Luis Perez,20,Fisica,5.07,No
Laura Garcia,23,Matematicas,0.81,Si
Carlos Lopez,29,Historia,5.27,No
Laura Martinez,23,Historia,2.95,No
Ana Rodriguez,24,Ingenieria,8.97,Si
Luis Lopez,26,Quimica,2.64,No
Carlos Garcia,23,Medicina,3.6,Si
Sofia Lopez,27,Fisica,3.9,No
Luis Rodriguez,25,Historia,2.3,No
Ana Lopez,24,Arte,1.78,No
Luis Lopez,23,Fisica,6.2,No
Juan Rodriguez,27,Matematicas,6.15,No
Maria Martinez,23,Medicina,5.02,No
Elena Perez,21,Derecho,5.84,Si
Elena Garcia,25,Ingenieria,1.51,No
Laura Martinez,24,Economia,6.18,Si
Pedro Perez,22,Fisica,7.48,Si
Juan Garcia,25,Economia,1.28,No
Javier Rodriguez,23,Economia,8.51,Si
Pedro Lopez,21,Derecho,2.46,No
Elena Garcia,28,Quimica,1.91,Si
Pedro Martinez,27,Biologia,5.81,No
Sofia Martinez,29,Arte,4.17,No
Javier Perez,23,Derecho,2.44,No
Sofia Rodriguez,21,Economia,4.09,No
Ana Martinez,30,Derecho,9.27,No
Ana Garcia,29,Matematicas,0.74,Si
Maria Garcia,24,Medicina,9.88,Si
Elena Rodriguez,27,Fisica,3.52,Si
Luis Rodriguez,23,Medicina,5.18,No
Laura Martinez,28,Medicina,3.76,No
Laura Lopez,21,Biologia,8.98,No
Carlos Garcia,27,Economia,5.68,No
Juan Martinez,26,Arte,1.47,No
Sofia Perez,19,Arte,2.95,Si
Javier Rodriguez,19,Biologia,7.39,No
Sofia Perez,23,Arte,4.33,Si
Elena Perez,23,Matematicas,7.04,Si
Pedro Rodriguez,24,Ingenieria,6.77,Si
Carlos Lopez,25,Matematicas,0.99,No
Carlos Perez,21,Biologia,0.42,No
Pedro Garcia,20,Arte,6.78,No
Maria Martinez,24,Historia,1.37,No
Elena Perez,18,Fisica,3.96,No
Luis Lopez,25,Biologia,9.28,Si
Javier Perez,27,Quimica,1.88,No
Javier Martinez,20,Fisica,2.28,Si
Ana Garcia,21,Historia,1.36,No
Elena Martinez,18,Quimica,3.61,No
Laura Martinez,20,Arte,8.74,Si
Sofia Martinez,28,Historia,5.33,Si
Elena Martinez,21,Historia,0.99,Si
Sofia Lopez,20,Arte,7.23,No
Ana Garcia,30,Fisica,0.67,No
Ana Martinez,25,Derecho,0.2,Si
Ana Perez,28,Derecho,0.5,No
Juan Perez,22,Arte,6.16,No
Juan Perez,23,Economia,1.53,No
Elena Martinez,19,Fisica,9.46,No
Laura Garcia,30,Ingenieria,0.51,No
Carlos Lopez,20,Economia,9.37,Si
Elena Garcia,23,Matematicas,2.54,Si
Laura Garcia,23,Biologia,1.38,No
Juan Lopez,23,Economia,8.72,No
Luis Garcia,30,Biologia,2.34,No
Juan Martinez,24,Historia,9.54,No
Carlos Lopez,28,Arte,7.62,Si
Luis Martinez,30,Arte,4.67,No
Elena Rodriguez,29,Derecho,4.76,No
Pedro Rodriguez,24,Derecho,7.16,No
Carlos Garcia,20,Quimica,5.32,No
Maria Lopez,27,Derecho,8.94,Si
Carlos Martinez,25,Medicina,9.5,Si
Laura Lopez,20,Matematicas,5.36,Si
Ana Rodriguez,25,Ingenieria,6.24,No
Elena Martinez,24,Fisica,1.01,Si
Sofia Perez,18,Derecho,8.15,Si
Maria Rodriguez,22,Ingenieria,8.41,No
Carlos Perez,21,Derecho,6.88,No
Elena Lopez,26,Fisica,5.11,Si
Luis Martinez,30,Matematicas,2.18,No
Sofia Rodriguez,20,Derecho,7.19,Si
Carlos Garcia,19,Ingenieria,5.49,Si
Juan Martinez,28,Biologia,0.07,No
Elena Garcia,21,Biologia,1.57,No
Maria Garcia,21,Historia,2.74,Si
Carlos Martinez,19,Historia,4.82,Si
Juan Perez,24,Arte,7.01,Si
Maria Rodriguez,20,Derecho,0.06,No
Juan Perez,28,Fisica,1.33,No
Luis Garcia,21,Medicina,7.29,Si
Pedro Lopez,21,Biologia,6.99,No
Luis Martinez,29,Historia,1.22,No
Juan Perez,24,Matematicas,9.11,Si
Maria Lopez,24,Matematicas,3.58,Si
Laura Perez,30,Ingenieria,0.94,No
Ana Perez,29,Ingenieria,3.26,No
Maria Garcia,18,Medicina,2.38,No
Elena Martinez,19,Matematicas,9.59,Si
Javier Lopez,22,Biologia,3.82,Si
Carlos Lopez,25,Medicina,3.38,Si
Javier Lopez,22,Medicina,7.71,No
Carlos Lopez,30,Historia,5.32,No
Maria Perez,20,Ingenieria,6.93,Si
Maria Garcia,25,Biologia,8.25,Si
Sofia Perez,28,Ingenieria,3.06,Si
Maria Lopez,23,Matematicas,5.05,Si
Maria Garcia,26,Arte,3.59,Si
Carlos Garcia,24,Quimica,9.48,No
Javier Garcia,27,Fisica,8.96,No
Pedro Rodriguez,18,Economia,3.91,Si
Ana Perez,27,Matematicas,3.6,Si
Pedro Rodriguez,20,Medicina,2.04,Si
Maria Rodriguez,22,Historia,3.1,Si
Sofia Martinez,23,Medicina,6.72,No
Carlos Lopez,30,Matematicas,9.25,Si
Pedro Martinez,26,Medicina,4.57,No
Luis Perez,30,Economia,1.62,No
Pedro Martinez,18,Biologia,4.73,Si
Maria Martinez,22,Economia,1.81,No
Sofia Garcia,26,Economia,8.84,Si
Pedro Martinez,22,Matematicas,5.84,No
Pedro Lopez,23,Quimica,2.77,Si
Ana Garcia,27,Quimica,5.76,No
Elena Rodriguez,19,Economia,7.18,No
Maria Martinez,30,Historia,3.38,No
Laura Martinez,18,Biologia,1.84,Si
Ana Martinez,29,Historia,2.19,Si
Carlos Lopez,29,Derecho,4.48,Si
Luis Martinez,24,Derecho,9.42,Si
Carlos Martinez,30,Economia,2.25,Si
Luis Lopez,27,Arte,1.56,No
Luis Perez,29,Matematicas,9.27,Si
Carlos Martinez,18,Fisica,8.78,No
Elena Lopez,19,Economia,3.49,No
Laura Lopez,20,Matematicas,4.51,Si
Juan Rodriguez,24,Medicina,4.99,No
Carlos Perez,20,Economia,6.11,Si
Carlos Perez,19,Derecho,9.32,Si
Elena Perez,18,Historia,6.44,Si
Carlos Rodriguez,18,Biologia,7.19,Si
Javier Perez,18,Fisica,6.64,No
Ana Perez,28,Economia,0.45,Si
Javier Perez,27,Economia,6.6,No
Sofia Martinez,21,Biologia,4.79,No
Pedro Rodriguez,18,Fisica,5.27,Si
Laura Martinez,29,Fisica,8.22,No
Sofia Lopez,22,Ingenieria,4.83,No
Pedro Perez,26,Quimica,1.43,No
Pedro Martinez,21,Quimica,8.06,Si
Javier Garcia,29,Matematicas,2.21,No
Luis Lopez,24,Economia,0.32,Si
Luis Martinez,21,Medicina,2.94,No
Pedro Lopez,18,Quimica,2.46,No
Juan Rodriguez,22,Biologia,2.26,No
Maria Garcia,20,Ingenieria,8.69,No
Luis Garcia,25,Medicina,8.23,Si
Luis Rodriguez,23,Ingenieria,8.87,Si
Luis Martinez,21,Derecho,5.51,Si
Elena Lopez,20,Matematicas,5.93,Si
Sofia Perez,23,Quimica,9.96,Si
Juan Garcia,27,Ingenieria,1.52,No
Pedro Garcia,26,Economia,1.73,Si
Laura Perez,21,Historia,3.84,No
Elena Perez,18,Arte,1.88,Si
Luis Lopez,20,Derecho,4.32,Si
Elena Martinez,29,Matematicas,2.35,No
Maria Perez,21,Ingenieria,8.36,No
Ana Martinez,18,Biologia,1.17,No
Laura Rodriguez,25,Derecho,0.01,No
Ana Martinez,27,Economia,2.07,Si
Juan Garcia,18,Historia,7.01,Si
Pedro Martinez,18,Derecho,8.99,No
Pedro Garcia,21,Derecho,2.13,Si
Sofia Lopez,22,Historia,3.85,No
Elena Perez,26,Matematicas,3.81,Si
Luis Martinez,23,Historia,5.46,Si
Pedro Perez,19,Quimica,6.21,Si
Maria Lopez,22,Fisica,9.36,No
Juan Garcia,26,Fisica,4.66,No
Sofia Martinez,23,Economia,5.07,No
Ana Perez,23,Quimica,9.69,Si
Sofia Martinez,27,Medicina,9.57,Si
Pedro Lopez,27,Biologia,6.22,Si
Ana Rodriguez,24,Derecho,8.93,Si
Juan Garcia,23,Derecho,0.73,Si
Maria Rodriguez,23,Medicina,3.91,Si
Sofia Lopez,29,Fisica,6.76,No
Luis Martinez,21,Historia,7.02,Si
Maria Perez,22,Economia,0.11,Si
Carlos Perez,29,Ingenieria,2.0,No
Laura Rodriguez,29,Arte,4.1,No
Luis Garcia,20,Medicina,7.3,No
Maria Martinez,30,Historia,4.17,No
Ana Martinez,18,Medicina,8.1,No
Javier Garcia,28,Arte,7.13,Si
Juan Perez,30,Quimica,7.0,Si
Sofia Lopez,30,Medicina,0.28,No
Carlos Lopez,22,Quimica,9.51,Si
Javier Martinez,24,Matematicas,9.6,Si
Javier Rodriguez,25,Biologia,6.94,Si
Ana Perez,23,Arte,6.3,Si
Maria Perez,18,Arte,7.68,Si
Maria Martinez,27,Matematicas,8.15,Si
Laura Perez,21,Historia,2.98,No
Luis Perez,20,Economia,5.57,No
Luis Perez,27,Quimica,1.26,Si
Pedro Rodriguez,22,Biologia,7.28,No
Maria Martinez,19,Ingenieria,7.62,Si
Laura Lopez,20,Fisica,5.18,No
Elena Perez,29,Medicina,3.52,No
Pedro Lopez,21,Economia,6.13,Si
Pedro Rodriguez,23,Historia,2.61,No
Juan Rodriguez,22,Ingenieria,4.18,Si
Laura Perez,24,Ingenieria,5.94,Si
Luis Perez,23,Matematicas,6.1,No
Pedro Martinez,20,Derecho,1.7,Si
Ana Rodriguez,23,Matematicas,6.97,Si
Laura Perez,25,Fisica,3.18,Si
Laura Lopez,30,Historia,9.8,No
Pedro Perez,30,Ingenieria,7.37,No
Ana Perez,18,Biologia,8.28,No
Luis Rodriguez,26,Fisica,6.89,Si
Maria Perez,18,Quimica,5.51,No
Laura Lopez,30,Historia,6.83,No
Javier Lopez,19,Quimica,8.84,Si
Maria Perez,19,Ingenieria,5.12,No
Maria Rodriguez,26,Historia,8.66,Si
Maria Martinez,27,Economia,8.36,No
Maria Martinez,20,Matematicas,2.57,No
Laura Perez,27,Quimica,5.43,Si
Luis Lopez,22,Medicina,6.93,No
Elena Rodriguez,21,Matematicas,9.49,No
Laura Lopez,25,Arte,8.26,Si
Juan Garcia,22,Economia,1.63,No
Juan Rodriguez,20,Economia,9.3,Si
Sofia Martinez,28,Biologia,0.66,Si
Maria Martinez,24,Biologia,8.69,No
Luis Perez,19,Ingenieria,8.33,Si
Laura Martinez,21,Matematicas,7.56,No
Carlos Martinez,22,Ingenieria,8.45,Si
Pedro Martinez,24,Derecho,9.62,No
Javier Martinez,25,Medicina,6.32,Si
Juan Perez,19,Arte,1.36,Si
Elena Lopez,26,Derecho,4.86,Si
Juan Lopez,19,Matematicas,1.09,No
Luis Lopez,30,Ingenieria,5.6,Si
Carlos Perez,27,Ingenieria,9.1,Si
Sofia Lopez,20,Ingenieria,3.67,Si
Pedro Garcia,24,Arte,9.12,Si
Laura Lopez,28,Arte,3.36,No
Carlos Rodriguez,30,Ingenieria,0.9,No
Sofia Lopez,20,Historia,3.31,No
Javier Perez,28,Economia,6.07,Si
Javier Lopez,28,Derecho,7.64,Si
Juan Lopez,18,Arte,4.02,Si
Pedro Lopez,22,Ingenieria,5.22,Si
Sofia Martinez,20,Arte,7.08,No
Juan Garcia,18,Ingenieria,2.06,No
Juan Garcia,20,Fisica,5.45,No
Elena Garcia,20,Medicina,0.93,No
Maria Perez,30,Historia,0.18,No
Carlos Lopez,30,Biologia,4.01,Si
Laura Garcia,30,Economia,2.26,Si
Juan Perez,19,Economia,2.56,No
Juan Perez,18,Biologia,6.45,Si
Maria Rodriguez,26,Historia,7.08,No
Javier Perez,26,Fisica,7.55,No
Pedro Martinez,23,Matematicas,6.62,Si
Laura Martinez,21,Ingenieria,3.7,No
Elena Martinez,27,Arte,8.45,Si
Elena Lopez,27,Economia,7.73,No
Sofia Lopez,22,Derecho,2.64,Si
Juan Garcia,25,Economia,9.8,Si
Carlos Martinez,28,Medicina,1.13,No
Maria Garcia,19,Arte,6.53,Si
Sofia Perez,29,Quimica,2.15,No
Pedro Garcia,30,Historia,4.36,Si
Javier Martinez,26,Fisica,2.17,No
Laura Lopez,19,Historia,3.24,No
Pedro Lopez,19,Arte,1.96,No
Javier Lopez,19,Arte,6.99,Si
Carlos Rodriguez,18,Arte,3.07,No
Ana Lopez,26,Matematicas,0.92,No
Luis Perez,27,Economia,3.74,Si
Elena Martinez,22,Ingenieria,0.31,Si
Laura Lopez,18,Derecho,9.41,No
Juan Garcia,27,Matematicas,3.46,Si
Juan Lopez,24,Derecho,1.78,Si
Maria Lopez,18,Derecho,2.34,Si
Juan Perez,27,Matematicas,1.55,No
Ana Martinez,19,Biologia,1.15,Si
Juan Lopez,21,Arte,3.53,Si
Elena Rodriguez,27,Arte,4.05,Si
Luis Martinez,21,Arte,0.94,No
Luis Rodriguez,22,Arte,4.37,No
Laura Lopez,18,Economia,6.49,No
Elena Perez,28,Matematicas,5.85,Si
Sofia Garcia,26,Economia,5.65,Si
Juan Rodriguez,23,Historia,2.19,Si
Elena Lopez,30,Quimica,3.15,Si
Sofia Garcia,30,Biologia,1.12,No
Pedro Perez,28,Ingenieria,1.0,Si
Carlos Rodriguez,20,Ingenieria,7.83,Si
Pedro Martinez,18,Quimica,8.46,No
Sofia Lopez,22,Medicina,6.25,No
Elena Lopez,18,Derecho,5.69,No
Sofia Perez,20,Derecho,0.43,No
Maria Perez,23,Biologia,1.02,Si
Luis Perez,18,Quimica,1.8,Si
Elena Garcia,23,Matematicas,7.47,No
Laura Lopez,19,Derecho,1.32,Si
Ana Perez,22,Derecho,2.4,No
Maria Perez,27,Matematicas,9.53,No
Maria Lopez,19,Arte,8.19,Si
Luis Rodriguez,30,Matematicas,3.25,No
Laura Perez,19,Matematicas,4.71,Si
Sofia Lopez,22,Biologia,3.95,No
Elena Martinez,19,Biologia,7.56,Si
Luis Martinez,23,Historia,2.74,Si
Juan Martinez,27,Ingenieria,1.28,No
Laura Rodriguez,29,Ingenieria,3.26,Si
Pedro Garcia,22,Biologia,8.53,Si
Sofia Martinez,25,Fisica,1.8,No
Maria Perez,23,Economia,9.9,Si
Juan Rodriguez,18,Arte,0.15,No
Sofia Perez,24,Ingenieria,0.82,No
Ana Lopez,22,Derecho,8.8,No
Sofia Garcia,30,Fisica,3.03,No
Laura Garcia,30,Fisica,7.22,No
Pedro Perez,20,Derecho,9.59,No
Ana Rodriguez,22,Medicina,9.43,Si
Pedro Perez,19,Quimica,1.07,No
Ana Lopez,29,Medicina,3.46,No
Juan Martinez,25,Fisica,3.4,Si
Ana Garcia,21,Historia,9.2,No
Carlos Rodriguez,22,Derecho,9.28,Si
Juan Martinez,28,Arte,2.94,No
Javier Rodriguez,24,Quimica,3.72,Si
Luis Rodriguez,23,Ingenieria,9.7,Si
Juan Perez,23,Ingenieria,3.97,Si
Ana Rodriguez,20,Quimica,0.08,No
Ana Lopez,26,Arte,7.99,Si
Laura Lopez,26,Medicina,2.26,Si
Luis Martinez,27,Medicina,1.68,No
Laura Lopez,21,Economia,3.03,Si
Javier Perez,18,Fisica,7.04,Si
Sofia Rodriguez,24,Medicina,2.67,No
Maria Perez,25,Biologia,9.98,Si
Pedro Martinez,25,Fisica,3.7,No
Luis Garcia,21,Biologia,1.83,No
Ana Perez,23,Ingenieria,3.83,Si
Elena Rodriguez,27,Arte,6.9,Si
Juan Martinez,26,Medicina,0.33,No
Laura Rodriguez,24,Derecho,2.38,No
Laura Lopez,27,Economia,4.98,Si
Javier Lopez,22,Matematicas,4.99,Si
Luis Garcia,29,Ingenieria,0.63,No
Pedro Perez,27,Quimica,4.92,Si
Carlos Lopez,27,Medicina,6.24,No
Juan Lopez,26,Quimica,0.92,No
Elena Perez,21,Derecho,7.1,Si
Ana Rodriguez,30,Historia,0.91,Si
Juan Rodriguez,20,Ingenieria,6.63,Si
Maria Martinez,25,Fisica,6.29,No
Sofia Perez,30,Matematicas,5.85,No
Luis Rodriguez,22,Arte,2.73,No
Laura Perez,26,Arte,3.76,Si
Ana Lopez,18,Fisica,1.25,Si
Javier Perez,24,Fisica,7.02,Si
Ana Lopez,19,Historia,6.3,No
Javier Rodriguez,23,Fisica,6.07,Si
Luis Perez,27,Fisica,8.26,No
Juan Perez,19,Matematicas,9.34,Si
Juan Rodriguez,29,Medicina,9.05,Si
Ana Garcia,24,Quimica,1.23,Si
Javier Perez,18,Matematicas,9.57,No
Javier Perez,29,Ingenieria,1.32,Si
Laura Rodriguez,22,Historia,4.98,No
Maria Rodriguez,25,Quimica,3.06,No
Luis Rodriguez,19,Ingenieria,2.0,No
Maria Perez,28,Medicina,9.25,No
Pedro Rodriguez,23,Historia,1.07,Si
Ana Garcia,26,Medicina,2.46,Si
Juan Martinez,28,Derecho,8.98,Si
Javier Garcia,20,Fisica,8.64,Si
Ana Rodriguez,22,Biologia,0.31,Si
Luis Lopez,23,Fisica,1.08,No
Elena Garcia,30,Quimica,7.7,No
Ana Martinez,28,Medicina,9.11,No
Maria Garcia,22,Matematicas,8.63,No
Maria Martinez,30,Quimica,8.0,Si
Sofia Martinez,27,Ingenieria,0.78,Si
Javier Rodriguez,25,Economia,5.1,Si
Juan Martinez,29,Matematicas,3.97,Si
Elena Lopez,23,Quimica,8.18,No
Juan Martinez,23,Fisica,6.3,No
Ana Lopez,27,Ingenieria,6.27,No
Pedro Rodriguez,19,Medicina,4.07,Si
Pedro Garcia,25,Biologia,8.33,Si
Pedro Martinez,19,Matematicas,1.17,Si
Juan Martinez,24,Economia,5.67,No
Javier Perez,26,Ingenieria,9.99,No
Laura Perez,23,Medicina,9.58,Si
Juan Martinez,24,Biologia,9.45,Si
Ana Garcia,18,Arte,5.77,Si
Luis Garcia,20,Arte,6.59,No
Javier Martinez,24,Matematicas,8.57,No
Juan Martinez,21,Fisica,4.21,No
Sofia Rodriguez,26,Medicina,0.89,No
Elena Perez,28,Fisica,0.04,Si
Ana Martinez,18,Matematicas,5.44,Si
Laura Rodriguez,24,Derecho,2.66,Si
Carlos Garcia,21,Arte,6.33,No
Laura Perez,18,Quimica,2.76,Si
Elena Perez,23,Derecho,4.25,No
Juan Perez,21,Arte,6.85,Si
Maria Lopez,23,Matematicas,5.79,No
Ana Lopez,25,Quimica,2.65,No
Laura Rodriguez,21,Biologia,6.94,Si
Juan Martinez,21,Economia,4.68,Si
Pedro Martinez,26,Ingenieria,7.03,No
Pedro Rodriguez,25,Medicina,8.92,Si
Laura Rodriguez,27,Economia,9.94,Si
Sofia Perez,23,Arte,6.71,Si
Carlos Martinez,25,Economia,9.66,Si
Laura Martinez,22,Matematicas,1.11,Si
Elena Martinez,28,Ingenieria,5.14,No
Javier Martinez,30,Quimica,8.77,Si
Juan Rodriguez,28,Ingenieria,1.04,Si
Juan Martinez,20,Arte,9.89,Si
Maria Martinez,27,Matematicas,8.94,No
Javier Garcia,22,Matematicas,2.75,Si
Javier Garcia,23,Biologia,0.17,No
Ana Garcia,25,Ingenieria,5.76,Si
Maria Lopez,21,Matematicas,6.83,No
Sofia Perez,28,Historia,5.12,No
Sofia Lopez,29,Economia,6.63,No
Carlos Garcia,19,Ingenieria,6.27,No
Elena Lopez,27,Historia,4.46,No
Juan Martinez,20,Quimica,7.89,No
Javier Rodriguez,25,Arte,5.14,No
Ana Rodriguez,19,Matematicas,7.56,No
Pedro Martinez,25,Economia,2.1,Si
Javier Rodriguez,22,Derecho,3.64,No
Luis Lopez,28,Biologia,2.67,No
Ana Garcia,28,Matematicas,1.33,No
Laura Martinez,20,Arte,1.28,Si
Juan Rodriguez,22,Biologia,1.97,No
Laura Lopez,19,Matematicas,5.19,No
Javier Rodriguez,30,Derecho,4.82,No
Carlos Martinez,24,Ingenieria,1.97,No
Luis Garcia,26,Biologia,1.73,No
Maria Rodriguez,29,Matematicas,6.16,No
Pedro Garcia,23,Biologia,1.44,No
Luis Rodriguez,19,Medicina,8.34,Si
Javier Perez,21,Fisica,5.04,No
Ana Perez,30,Economia,8.57,Si
Ana Rodriguez,24,Derecho,8.09,No
Maria Lopez,28,Historia,1.5,No
Carlos Perez,28,Derecho,9.76,No
Javier Perez,20,Ingenieria,6.56,No
Maria Garcia,30,Historia,9.46,Si
Maria Garcia,20,Economia,1.61,Si
Maria Perez,20,Arte,4.89,No
Sofia Lopez,20,Derecho,5.97,Si
Luis Perez,27,Matematicas,3.18,No
Laura Martinez,27,Arte,2.07,No
Juan Garcia,30,Arte,7.2,No
Pedro Perez,22,Derecho,1.14,Si
Elena Rodriguez,22,Economia,6.23,No
Juan Perez,28,Arte,3.29,No
Pedro Martinez,19,Economia,8.66,No
Pedro Lopez,26,Arte,9.13,No
Javier Perez,26,Arte,2.69,No
Pedro Martinez,20,Derecho,8.13,Si
Elena Lopez,25,Medicina,5.76,Si
Javier Perez,29,Ingenieria,5.98,No
Ana Perez,28,Matematicas,6.08,No
Javier Martinez,19,Matematicas,6.1,Si
Luis Perez,28,Economia,7.38,Si
Ana Perez,18,Arte,3.12,Si
Juan Rodriguez,25,Arte,4.02,No
Ana Rodriguez,20,Matematicas,0.48,Si
Elena Perez,30,Matematicas,6.37,Si
Sofia Rodriguez,27,Ingenieria,8.83,No
Laura Martinez,29,Biologia,9.29,Si
Maria Perez,23,Historia,1.4,Si
Juan Rodriguez,19,Historia,0.71,No
Carlos Garcia,19,Historia,1.62,No
Laura Perez,26,Fisica,3.42,No
Laura Lopez,21,Ingenieria,4.75,No
Sofia Perez,23,Arte,6.8,No
Sofia Perez,23,Ingenieria,2.94,Si
Laura Lopez,26,Matematicas,1.21,Si
Pedro Martinez,21,Economia,7.37,Si
Maria Lopez,30,Arte,9.86,No
Pedro Perez,24,Matematicas,2.4,Si
Juan Martinez,28,Arte,1.5,Si
Carlos Rodriguez,24,Biologia,1.53,Si
Sofia Rodriguez,20,Ingenieria,5.61,No
Ana Rodriguez,29,Matematicas,2.86,No
Laura Garcia,28,Derecho,7.54,Si
Ana Martinez,28,Ingenieria,4.55,Si
Elena Perez,23,Historia,2.34,No
Sofia Martinez,26,Quimica,2.69,Si
Pedro Martinez,30,Medicina,0.27,No
Elena Rodriguez,21,Fisica,3.86,No
Luis Rodriguez,21,Derecho,9.25,Si
Elena Garcia,26,Derecho,6.36,No
Maria Rodriguez,19,Quimica,7.79,Si
Maria Perez,23,Historia,1.22,No
Elena Martinez,22,Ingenieria,9.21,No
Laura Martinez,22,Arte,1.09,No
Carlos Rodriguez,26,Arte,6.17,Si
Javier Rodriguez,22,Medicina,1.65,No
Javier Lopez,26,Quimica,9.88,Si
Luis Garcia,20,Economia,2.95,No
Pedro Rodriguez,21,Economia,8.33,No
Maria Martinez,24,Arte,6.15,Si
Sofia Lopez,28,Historia,6.13,Si
Elena Martinez,21,Historia,2.42,No
Carlos Lopez,29,Economia,7.41,Si
Luis Lopez,22,Arte,9.35,No
Carlos Perez,25,Medicina,8.44,No
Javier Garcia,30,Ingenieria,4.53,No
Laura Rodriguez,21,Historia,0.87,Si
Luis Martinez,28,Matematicas,3.43,Si
Luis Martinez,21,Derecho,2.9,Si
Juan Garcia,26,Quimica,3.76,No
Sofia Lopez,28,Arte,9.23,No
Carlos Lopez,25,Biologia,9.4,Si
Javier Garcia,25,Matematicas,4.02,Si
Pedro Garcia,29,Medicina,5.82,No
Javier Lopez,24,Matematicas,6.03,Si
Carlos Lopez,23,Biologia,3.18,No
Juan Lopez,28,Arte,3.28,No
Juan Rodriguez,28,Medicina,8.22,No
Ana Rodriguez,18,Fisica,3.42,No
Pedro Martinez,28,Ingenieria,1.82,Si
Laura Lopez,28,Quimica,9.13,No
Carlos Perez,20,Biologia,5.56,No
Elena Lopez,18,Economia,4.45,Si
Javier Perez,18,Arte,9.89,No
Javier Perez,20,Biologia,2.4,Si
